0.5134,Parse Lisp Expression
0.5111,Brace Expansion II
0.51,Longest Common Prefix
0.5097,Two Sum III - Data structure design
0.5086,Shopping Offers
0.5034,Path In Zigzag Labelled Binary Tree
0.5011,Tenth Line
0.5,Article Views I
0.495,Elimination Game
0.4946,Bag of Tokens
0.4941,Swap Adjacent in LR String
0.4933,Actors and Directors Who Cooperated At Least Three Times
0.4931,Longest Duplicate Substring
0.4926,Strobogrammatic Number III
0.4875,Exchange Seats
0.4865,Repeated String Match
0.4857,Game Play Analysis V
0.4848,Reachable Nodes In Subdivided Graph
0.4842,Summary Ranges
0.4823,Contains Duplicate III
0.4794,Minesweeper
0.4792,Camelcase Matching
0.4761,Clone Graph
0.4753,Bulls and Cows
0.4744,Increasing Order Search Tree
0.4738,Zuma Game
0.4729,Employee Importance
0.4721,Heaters
0.4708,K Empty Slots
0.4658,Transpose Matrix
0.4645,Unpopular Books
0.4612,Guess the Word
0.4582,Minimum Domino Rotations For Equal Row
0.4574,Minimum Unique Word Abbreviation
0.4555,Decode Ways
0.4537,Insertion Sort List
0.4533,Sort an Array
0.4526,Integer Replacement
0.4524,Erect the Fence
0.4497,Best Time to Buy and Sell Stock II
0.4464,Index Pairs of a String
0.4459,Android Unlock Patterns
0.4455,Loud and Rich
0.4443,Cracking the Safe
0.4441,Loud and Rich
0.4427,Design Excel Sum Formula
0.4425,Transform to Chessboard
0.4344,Contains Duplicate II
0.4339,Number of Distinct Islands II
0.4335,Not Boring Movies
0.4316,Contains Duplicate
0.4314,Find the Derangement of An Array
0.4303,Implement Stack using Queues
0.4295,Pancake Sorting
0.4277,Path Sum IV
0.4275,Rotate List
0.4268,Longest Word in Dictionary
0.4263,Longest Word in Dictionary
0.4258,Keyboard Row
0.4254,Delete Duplicate Emails
0.423,Design Linked List
0.4218,Insert into a Cyclic Sorted List
0.4206,Maximum of Absolute Value Expression
0.4184,Moving Stones Until Consecutive II
0.4164,Continuous Subarray Sum
0.4145,Surface Area of 3D Shapes
0.4134,Orderly Queue
0.4128,Missing Number
0.4126,Biggest Single Number
0.4117,Flower Planting With No Adjacent
0.4083,Random Point in Non-overlapping Rectangles
0.408,Decode Ways II
0.4079,Convert to Base -2
0.4076,Rabbits in Forest
0.4064,Construct String from Binary Tree
0.4005,Guess Number Higher or Lower II
0.3985,Implement strStr()
0.3954,Factorial Trailing Zeroes
0.395,Image Overlap
0.395,Find Cumulative Salary of an Employee
0.3932,Find And Replace in String
0.3932,Big Countries
0.3919,Pyramid Transition Matrix
0.3894,Additive Number
0.3887,Fizz Buzz
0.3884,Reverse Integer
0.3874,Beautiful Array
0.3863,Remove Outermost Parentheses
0.3855,Find Peak Element
0.3832,Second Minimum Node In a Binary Tree
0.3792,Consecutive Numbers Sum
0.3779,Fruit Into Baskets
0.3774,Occurrences After Bigram
0.3771,Find Smallest Letter Greater Than Target
0.3748,Number of Boomerangs
0.3747,Minimum Moves to Equal Array Elements
0.3738,Triples with Bitwise AND Equal To Zero
0.3737,Subdomain Visit Count
0.3732,Lowest Common Ancestor of Deepest Leaves
0.3731,Design Phone Directory
0.3725,Range Sum Query - Immutable
0.3709,Next Greater Element I
0.3706,Prime Number of Set Bits in Binary Representation
0.3679,Find Duplicate File in System
0.3675,Next Closest Time
0.3667,Substring with Concatenation of All Words
0.366,Scramble String
0.3626,Exclusive Time of Functions
0.3624,Generate Random Point in a Circle
0.3623,Add Digits
0.3608,Sentence Similarity
0.3608,Construct the Rectangle
0.3605,Remove 9
0.3602,String Without AAA or BBB
0.3591,Friend Requests I: Overall Acceptance Rate
0.3577,Binary Watch
0.3549,Sqrt(x)
0.3549,Mirror Reflection
0.3539,License Key Formatting
0.3538,Random Pick Index
0.3532,H-Index
0.3511,Plus One
0.3491,Spiral Matrix III
0.3488,Check If Word Is Valid After Substitutions
0.3475,Stone Game
0.3434,Sum of Two Integers
0.3413,H-Index II
0.3364,Ugly Number
0.3363,Third Maximum Number
0.3333,Reported Posts II
0.3315,Random Pick with Weight
0.3308,Reverse Vowels of a String
0.3304,Pour Water
0.3295,Intersection of Two Arrays
0.3281,Boundary of Binary Tree
0.3244,Roman to Integer
0.3231,Prison Cells After N Days
0.323,Day of the Year
0.3205,Minimum Area Rectangle II
0.3126,Remove Element
0.3123,Rectangle Area
0.3123,Longest Absolute File Path
0.3119,Fraction Addition and Subtraction
0.3117,Remove Duplicates from Sorted Array
0.3117,Confusing Number
0.3106,Largest Number At Least Twice of Others
0.3106,Decrease Elements To Make Array Zigzag
0.3104,Escape The Ghosts
0.31,Relative Ranks
0.307,Vowel Spellchecker
0.3069,Encode and Decode TinyURL
0.3056,Valid Square
0.3055,Product Sales Analysis II
0.3044,Teemo Attacking
0.3018,Remove Vowels from a String
0.3016,Fraction to Recurring Decimal
0.2994,Vertical Order Traversal of a Binary Tree
0.2993,Distribute Candies
0.2986,Human Traffic of Stadium
0.2983,Construct Quad Tree
0.2964,Friends Of Appropriate Ages
0.2954,Ambiguous Coordinates
0.2949,Clumsy Factorial
0.2947,K-diff Pairs in an Array
0.2931,Bulb Switcher
0.2926,Peak Index in a Mountain Array
0.2906,Arranging Coins
0.2898,Shuffle an Array
0.2894,Binary Tree Tilt
0.2884,Beautiful Arrangement II
0.2864,Merge Sorted Array
0.285,Powerful Integers
0.2835,Poor Pigs
0.2817,"Pow(x, n)"
0.2806,Range Addition II
0.2793,Most Common Word
0.2791,Solve the Equation
0.2764,Market Analysis I
0.2746,Baseball Game
0.2742,Strobogrammatic Number
0.2739,Print Binary Tree
0.2737,Minimize Rounding Error to Meet Target
0.271,Count Numbers with Unique Digits
0.2695,Linked List Components
0.2682,1-bit and 2-bit Characters
0.2658,Read N Characters Given Read4 II - Call multiple times
0.2652,Valid Phone Numbers
0.263,Line Reflection
0.2626,User Activity for the Past 30 Days II
0.2622,Number of Digit One
0.2618,Binary Gap
0.2609,Max Points on a Line
0.2577,Simplify Path
0.2565,Available Captures for Rook
0.2547,Goat Latin
0.2544,Integer to English Words
0.2531,Text Justification
0.2517,Coloring A Border
0.2461,Valid Palindrome
0.2447,Maximum Binary Tree II
0.2429,Super Palindromes
0.2428,Perfect Number
0.2417,Gray Code
0.2405,Students Report By Geography
0.2401,ZigZag Conversion
0.2401,Classes More Than 5 Students
0.2389,Reorder Log Files
0.2389,Divisor Game
0.2387,Array Partition I
0.2375,Nim Game
0.2366,Smallest Good Base
0.2351,Integer to Roman
0.2328,Convex Polygon
0.2327,Reverse String II
0.2326,Prime Palindrome
0.2324,Largest Time for Given Digits
0.2313,Transpose File
0.2313,Previous Permutation With One Swap
0.2307,Water and Jug Problem
0.2296,String Compression
0.2279,Snakes and Ladders
0.2278,Expressive Words
0.2195,Nth Digit
0.217,Product Sales Analysis III
0.2168,Self Crossing
0.2161,Valid Tic-Tac-Toe State
0.2157,Sequence Reconstruction
0.2156,Remove Comments
0.2154,Binary Tree Upside Down
0.214,Rotated Digits
0.2139,Smallest Integer Divisible by K
0.2133,Largest Values From Labels
0.2124,Flip Game
0.2123,To Lower Case
0.2113,Market Analysis II
0.2104,Complex Number Multiplication
0.2082,Projection Area of 3D Shapes
0.208,Power of Three
0.2077,Mini Parser
0.2061,Compare Version Numbers
0.2038,Valid Boomerang
0.2026,Reconstruct Original Digits from English
0.2016,Reverse Words in a String
0.2009,Shortest Completing Word
0.2003,Chalkboard XOR Game
0.2,Equal Rational Numbers
0.1987,Contain Virus
0.1978,Soup Servings
0.1896,Number of Segments in a String
0.1896,Binary String With Substrings Representing 1 To N
0.1879,Student Attendance Record I
0.1874,Find the Closest Palindrome
0.1849,Number of Lines To Write String
0.1832,Length of Last Word
0.1823,Defanging an IP Address
0.1812,Strong Password Checker
0.1809,Super Pow
0.1791,Insufficient Nodes in Root to Leaf Paths
0.1711,Longest Uncommon Subsequence II
0.1699,Image Smoother
0.168,Valid Word Abbreviation
0.1674,Delete Node in a Linked List
0.1672,Masking Personal Information
0.1661,Divide Two Integers
0.1656,Reported Posts
0.1596,UTF-8 Validation
0.1593,Groups of Special-Equivalent Strings
0.158,Guess Number Higher or Lower
0.1529,Split Concatenated Strings
0.1524,Quad Tree Intersection
0.1518,Maximum Nesting Depth of Two Valid Parentheses Strings
0.1501,Number of Recent Calls
0.1469,Tag Validator
0.1454,Sum of Digits in the Minimum Number
0.1416,Circular Array Loop
0.1401,Missing Ranges
0.1394,Statistics from a Large Sample
0.1368,Smallest Range I
0.1337,Validate IP Address
0.1337,String to Integer (atoi)
0.1281,Walking Robot Simulation
0.1236,Largest Triangle Area
0.1153,Magical String
0.1148,Valid Number
0.113,Card Flipping Game
0.1111,Similar RGB Color
0.1108,Count and Say
0.1088,Optimal Division
0.1084,Bulb Switcher II
0.1043,IP to CIDR
0.1017,Height Checker
0.096,Number of Days in a Month
0.0948,Magic Squares In Grid
0.0943,Read N Characters Given Read4
0.0915,Winning Candidate
0.0866,Basic Calculator IV
0.0863,Moving Stones Until Consecutive
0.0747,Second Degree Follower
0.0744,Second Degree Follower
0.0684,Get Highest Answer Rate Question
0.064,Unique Word Abbreviation
0.0638,Lonely Pixel II
0.0604,Analyze User Website Visit Pattern
0.0551,Longest Uncommon Subsequence I 
0.0497,Largest Palindrome Product
0.0495,Delete Columns to Make Sorted
